,title,0-incident/single patient 1-awareness/campaign,score
481,Positive TB test ‘not always cause for worry’,1.0,0.6301047
482,"Man kills daughters, attempts suicide",0.0,0.08346399
483,Man dies,0.0,0.16682321
484,"India ranks 158th in ‘human capital’ score, behind Sudan",0.0,0.0631299
485,"India ranks 158th in ‘human capital’ score, behind Sudan",0.0,0.06313731
486,"Travel concessions worth Rs. 1,800 crore announced",0.0,0.06697544
487,06-DE-Rocky-DelGG74L5KOA3jpgjpg,1.0,0.7413167
488,Love wins the day,1.0,0.87493956
489,09THiStock-487773171,1.0,0.7412813
490,A decree of hope,0.0,0.47064778
491,Section 377: A decree of hope,1.0,0.69477266
492,09THBeingMainAG444LFMNS3jpgjpg,1.0,0.74127305
493,City engagements,0.0,0.18389109
494,Draft Charter of Patients’ Rights released,0.0,0.2518365
495,Draft Charter of Patients’ Rights released,0.0,0.25183612
496,"Health Ministry issues notification to bring HIV/AIDS Act, 2017, into force",1.0,0.72428316
497,"Travel concessions worth ₹1,800 crore announced",0.0,0.07898437
498,Countries pledge billions to fight tuberculosis worldwide,1.0,0.7319913
499,"Beijing, Sept 29, 2018 (AFP) -",0.0,0.09140411
500,"Mapping the road ahead, after Sec. 377 verdict",1.0,0.9283543
501,"Mapping the road ahead, after Sec. 377 verdict",1.0,0.9283544
502,30th-China-HIVGI74OO67D3jpgjpg,1.0,0.7413163
503,Manaveeyam to buzz with ideas for change,1.0,0.89924943
504,Manaveeyam to buzz with ideas for change,1.0,0.89924955
505,Sweekar: The Rainbow Parents is a support group for parents of LGBTQ+ community members,1.0,0.57095116
506,Agents of change from Africa,1.0,0.8748255
507,Agents of change from Africa,1.0,0.87482554
508,Something to tell you,0.0,0.19618993
509,sundayformondayGE84MIMVJ3jpgjpg,1.0,0.7413065
510,Chennai Today,1.0,0.8333277
511,Chennai Today,1.0,0.8333278
512,Aurobindo’s HIV drug gets SAHPRA nod,0.0,0.072577424
513,Aurobindo’s HIV drug gets SAHPRA nod,0.0,0.07257669
514,Protecting persons with HIV/ AIDS,0.0,0.30719158
515,Protecting persons with HIV/ AIDS,0.0,0.3071919
516,Ban drugs and formication!,0.0,0.12607767
517,Ban drugs and formication!,0.0,0.12607762
518,Ban drugs and formication!,0.0,0.12607776
519,Ban drugs and formication!,0.0,0.12607794
520,Alcohol intake in India doubles in 11 years,0.0,0.0763752
521,Sowing the seeds of entrepreneurship,1.0,0.8726915
522,A nut in the eye of a storm,1.0,0.87433827
523,31hyrrr01-EntreGBS4K7HIV3jpgjpg,1.0,0.7412704
524,HY31-PHANINDRA1,1.0,0.7413163
525,BONORED,1.0,0.741287
526,U2 lead singer Bono loses voice during Berlin show; concert rescheduled,1.0,0.86878985
527,Draft charter of Patients’ Rights released,0.0,0.2518365
528,SC verdict leaves LGBTQ community in ‘tears of joy’,1.0,0.7840072
529,Govt. should have taken a stand on Section 377: judge,1.0,0.7040961
530,‘Discrimination must be addressed without delay’,0.0,0.105963595
531,NACO releases HIV Estimations 2017 report,0.0,0.10580328
532,‘Wiping out AIDS by 2030 will not be easy’,1.0,0.89831305
533,14-bindu-HIVAIGT84MBSUJ1jpgjpg,1.0,0.7412819
534,14-bindu-HIVAIGT84MBSUG1jpgjpg,1.0,0.7413149
535,Mikudu team wins The Hindu BusinessLine Cerebration Quiz,1.0,0.93612915
536,Mikudu team wins The Hindu BusinessLine Cerebration Quiz,1.0,0.93613505
537,UN agrees on global plan to battle TB,1.0,0.9176475
538,th21-jacob-koshGKG1V1EAN3jpgjpg,1.0,0.74129146
539,"A positive, stigma-free approach to treatment",0.0,0.47245115
540,DE16BINDU,1.0,0.7412781
541,"A positive, stigma-free approach to treatment",0.0,0.4724663
542,01SM1Cover1,1.0,0.741277
543,"Farming, housing priority areas",0.0,0.4943034
544,"Farming, housing priority areas",0.0,0.49429375
545,Cheyyar GH gets high-tech tool to diagnose TB,0.0,0.2041895
546,Trump order would ban most transgender troops from serving,1.0,0.53177613
547,"The spin doctors: India’s quacks imperil lives, but are ‘god’ to their patients",0.0,0.074021496
548,Cheyyar GH gets high-tech tool to diagnose TB,0.0,0.20419423
549,spin doctors,0.0,0.16782598
550,spin doctors,0.0,0.16782579
551,Medical misadventures,1.0,0.8230143
552,01SM-P1-ISHITAGN23MSOG74jpgjpg,1.0,0.7412832
553,"Washington, April 3, 2018 (AFP) -",0.0,0.2645574
554,Women-friendly Budget for local body,1.0,0.8929598
555,Palliative care centre at Gajwel soon,1.0,0.6866834
556,Palliative care centre at Gajwel soon,1.0,0.68672353
557,Helping the HIV+ tie the knot,0.0,0.111305535
558,Mumbai charity gets a royal mention,0.0,0.083869286
559,Mumbai charity gets a royal mention,0.0,0.083869256
560,Child who ‘contracted’ HIV at RCC is dead,0.0,0.08432337
561,Green the BLUE,0.0,0.18453251
562,‘More men than women have TB in Haryana’,0.0,0.09068799
563,Araku Valley’s dark secret,0.0,0.36877316
564,23BGVIJAYAPURAKITTURHIV,1.0,0.74131715
565,A saviour for those with HIV,0.0,0.17513216
566,TB cases: erring private hospitals warned,1.0,0.5573949
567,Araku Valley’s dark secret,0.0,0.36875004
568,HEALTH-HIV-ANTIBODY,1.0,0.7412789
569,Scary until oversimplified,0.0,0.17278294
570,Case against disqualified legislator,0.0,0.12945239
571,"SRM invites applications for B.Tech, B.Arch",1.0,0.9139276
572,AI system may help check TB spread in India,0.0,0.068785995
573,02thPariReviewGE93HIV1I3jpgjpg,1.0,0.7412894
574,3bm-pg5-Hindi-fGE93HIV1I6jpgjpg,1.0,0.74131596
575,Russian bashing done wrong,1.0,0.8461418
576,Moment of reckoning,1.0,0.8315251
577,Moment of reckoning,1.0,0.8315261
578,Chilavannoor Bund Road to be widened to ease chaos at Vyttila,0.0,0.22634606
579,What it takes to change,1.0,0.8255219
580,Blood donation drive,1.0,0.55022645
581,06th-HEALTH-HIVGGG3I3COL3jpgjpg,1.0,0.741317
582,What it takes to change,1.0,0.82552063
583,WHO launches plan for cheaper TB drugs,1.0,0.5291806
584,"Despite clause, services continue to be denied over Aadhaar",1.0,0.71276087
585,Death by denial,0.0,0.1676424
586,"Despite clause, services continue to be denied over Aadhaar card",1.0,0.6090792
587,"Over 2,500 people participate in Mega Legal Services Camp",1.0,0.67743456
588,"Over 2,500 people participate in Mega Legal Services Camp",1.0,0.6774423
589,Five undertrials test positive for HIV,0.0,0.08374193
590,Child who ‘contracted’ HIV at RCC is dead,0.0,0.08432355
591,"City’s top ailments: diabetes, hypertension",1.0,0.91617805
592,Karnataka HC fiat to government,0.0,0.10397726
593,TB treatment may leave some patients contagious: study,0.0,0.0660085
594,RCC told to preserve girl’s blood samples,0.0,0.07352055
595,An unequal fight,0.0,0.16844381
596,"City’s top ailments: diabetes, hypertension",1.0,0.91617805
597,"Preserve blood samples of girl, HC tells RCC",0.0,0.06456483
598,Applications for admission under RTE Act invited,1.0,0.91653746
599,EMA to study Biocon bid to sell biosimilars in Europe,0.0,0.06992126
600,Call for greater awareness on AIDS,1.0,0.8948181
601,HIV project of SVYM bags award,1.0,0.7266133
602,New hospice,0.0,0.4920415
603,"Processions, meetings mark National Youth Day",1.0,0.92747873
604,Roche arm offers blood test aid to TN,0.0,0.19251636
605,Roche arm offers blood test aid to TN,0.0,0.19251502
606,5K run to create HIV awareness on Dec. 3,1.0,0.6475219
607,"13 men, 12 months, one calender",0.0,0.07271288
608,Jipmer signs memorandum with Morocco hospital,1.0,0.7083728
609,IISc: HIV drug elvitegravir lowers the efficiency of immune system,0.0,0.05647586
610,Jipmer signs memorandum with Morocco hospital,1.0,0.70838857
611,IISc: HIV drug elvitegravir lowers the efficiency of immune system,0.0,0.056479923
612,‘Pneumonia bigger killer than many infectious diseases’,1.0,0.90765226
613,Protest by HIV-positive persons,0.0,0.12515242
614,Myth of the Blue Whale,0.0,0.12593663
615,Myth of the Blue Whale,0.0,0.12593663
616,"In a first, gene therapy halts a fatal brain disease",0.0,0.12380633
617,‘Promising research to find cure to HIV under way’,0.0,0.1445618
618,‘Promising research to find cure to HIV under way’,0.0,0.14456259
619,Myth of the Blue Whale,0.0,0.12593657
620,HIV-interviewTG7H2KBM3D3jpgjpg,1.0,0.7413169
621,Myth of the Blue Whale,0.0,0.12593666
622,‘CMC keen on adapting to changing health needs’,1.0,0.9278475
623,Take care of your liver,1.0,0.8545061
624,"Cancer, AIDS and other evil villains",0.0,0.31594905
625,Glitches disrupt 104 Arogyavani services,1.0,0.914643
626,"Cancer, AIDS and other evil villains",0.0,0.3159327
627,Glitches disrupt 104 Arogyavani services,1.0,0.9146423
628,HIV/AIDS prevention steps to be intensified,1.0,0.89314353
629,HIV/AIDS prevention steps to be intensified,1.0,0.89314616
630,TCIS students celebrate Deepavali,0.0,0.28815532
631,Trump declares U.S. opioid emergency but pledges no new money,0.0,0.3493691
632,TH-30-AIDSDAY1,1.0,0.741279
633,Myth of the Blue Whale,0.0,0.1259366
634,Myth of the Blue Whale,0.0,0.12593661
635,Myth of the Blue Whale,0.0,0.1259366
636,Running to a positive attitude,0.0,0.12549673
637,Depression among HIV-infected women under-diagnosed: Study,0.0,0.072194554
638,‘Focus should be on scaling up the use of innovations’,1.0,0.5593456
639,Running to a positive attitude,0.0,0.12549652
640,"Focus should be on scaling up the use of innovations, says Soumya Swaminathan",1.0,0.53947425
641,in brief,0.0,0.25523424
642,Medical officer suspended over viral fever deaths,0.0,0.12113815
643,Running to a positive attitude,0.0,0.12549691
644,Running to a positive attitude,0.0,0.12549694
645,Medical officer suspended over viral fever deaths,0.0,0.12113213
646,10bgmranjininewG0D2K87533jpgjpg,1.0,0.74129057
647,6773HI-W07311RGJ42L4HIV3jpgjpg,1.0,0.7412915
648,‘Pneumonia bigger killer than many infectious diseases’,1.0,0.9076559
649,‘Our political issues must not affect health care’,1.0,0.9325325
650,‘Our political issues must not affect health care’,1.0,0.93253493
651,Collector to act tough against encroachers,1.0,0.89061946
652,Collector to act tough against encroachers,1.0,0.89062184
653,Planting the seeds for a brighter future,1.0,0.89858925
654,surveyGIV2T9LDI1GS02T8K7J3jpg,1.0,0.7412751
655,Sabarmati Global School raises funds for a cause,1.0,0.9265869
656,In vitro diagnostics: AMTZ to host WHO’s pre-qualification cell,1.0,0.7813688
657,MumbaiCITYART3GUO2TJC8Q3jpgjpg,1.0,0.7412768
658,Quack held,1.0,0.5010653
659,Another hoax message on social media,1.0,0.759486
660,Sporty teens run to a positive attitude,0.0,0.09510637
661,Another hoax message on social media,1.0,0.7594857
662,"Orphaned kids enjoy shopping, thanks to philanthropists",0.0,0.25789878
663,A new anti-HIV strategy,0.0,0.12521335
664,A new anti-HIV strategy,0.0,0.12521337
665,16INTHROHVS3,1.0,0.74129355
666,In Pictures: Bengaluru’s Vidhana Soudha at 60,1.0,0.89133
667,‘CMC keen on adapting to changing health needs’,1.0,0.9278474
668,Lodhivali fears Ambani hospital may close down,1.0,0.5579613
669,Lodhivali fears Ambani hospital may close down,1.0,0.5579552
670,Puppetry in Odisha: who is pulling the strings?,1.0,0.8906125
671,The world of superbugs,1.0,0.83272547
672,"Love, with strings attached",1.0,0.8747004
673,WHO releases guidelines on responding to child sex abuse,0.0,0.45057505
674,Report on sex workers kept in cold storage,1.0,0.73894364
675,A positive step,0.0,0.49946204
676,WHO releases guidelines on child sex abuse,0.0,0.33765474
677,Report on sex workers kept in cold storage,1.0,0.73894686
678,Make way for this Indian,1.0,0.8529361
679,Chinese politburo's seven mandarins,0.0,0.10794147
680,Make way for this Indian,1.0,0.85292935
681,HIV stigma keeps students off anganwadi,0.0,0.10758153
682,Experimental vaccine may protect against HIV,0.0,0.08352446
683,Experimental vaccine may protect against HIV,0.0,0.08352444
684,th-30--HIV-VACCGPA2OHEIP3jpgjpg,1.0,0.7413155
685,The war on TB,1.0,0.793987
686,The war on TB,1.0,0.79400784
687,"Say ‘no’ to slavish mentality, women told",0.0,0.078165285
688,‘Foods for healthy heroes’,1.0,0.8561315
689,‘I use fiction like we use clothes’,0.0,0.10127889
690,Winners of Infosys Prize for Science announced,1.0,0.91286904
691,Hetero to launch generic drug for HIV,0.0,0.10423609
692,Winners of Infosys Prize for Science announced,1.0,0.9128676
693,Mylan launches FDC drug for HIV,0.0,0.10525126
694,'120 BPM' wins Golden Peacock at IFFI 2017,1.0,0.92474777
695,Oral health camp held for children infected with HIV,0.0,0.4393072
696,Oral health camp held for children infected with HIV,0.0,0.4393073
697,Santa Claus is coming to town,0.0,0.1548334
698,HIV stigma keeps students off anganwadi,0.0,0.107581526
699,A positive step,0.0,0.4994618
700,HIV figures show sharp decline,0.0,0.095428586
701,30tv HIV,0.0,0.1751436
702,01bgbgyasHIVG0C2VD3DQ1jpgjpg,1.0,0.7412798
703,Treatment proves elusive for Karnataka HIV/AIDS patients,0.0,0.14161421
704,World AIDS Day observed in Kannur,1.0,0.9130905
705,Campus Connect,1.0,0.83327484
706,"Do not discriminate against AIDS patients, urges judge",0.0,0.4240258
707,Only few CD4 machines for HIV/AIDS patients,0.0,0.111285195
708,World AIDS Day observed,1.0,0.8999788
709,MRR/CHENNAI TODAY FOR DECEMBER 09 (SATURDAY) FOR CHENNAI CITY FOR PAGE 4,1.0,0.93946344
710,Medical centre wrongfully declares man HIV-positive,0.0,0.098147385
711,Medical centre wrongfully declares man HIV-positive,0.0,0.098084345
712,Banks can’t charge patients with blood disorders,0.0,0.26190922
713,Research scholars bag Taiwan University fellowship,1.0,0.918467
714,Banks can’t charge patients with blood disorders,0.0,0.26192972
715,A lakh Christmas gifts in city: Mayor,0.0,0.0867956
716,Don’t mess with Santa,0.0,0.1265951
717,HIV prevention project,1.0,0.55096704
718,"One virus, an unequal life",0.0,0.10572817
719,Aadhaar linking: CJI frowns upon hyperbole,1.0,0.9176884
720,"13 men, 12 months, one calendar",0.0,0.071711734
721,"13 men, 12 months, one calendar",0.0,0.07171233
722,Aadhaar linking: CJI frowns upon hyperbole,1.0,0.9176895
723,"13 men, 12 months, one calendar",0.0,0.07171104
724,"13 men, 12 months, one calendar",0.0,0.07171104
725,"13 men, 12 months, one calendar",0.0,0.07171235
726,Hospice inaugurated,1.0,0.8327017
727,Hospice inaugurated,1.0,0.83270097
728,Lawyers boycott courts,0.0,0.13993159
729,HIV/AIDS stigma fast disappearing: Minister,0.0,0.19917509
730,"‘Increasing awareness is key to reducing incidence of HIV, AIDS’",0.0,0.22197144
731,On guard against HIV,0.0,0.18350454
732,World Aids Day: rally held,1.0,0.9166551
733,Awareness programmes on AIDS,1.0,0.87499326
734,Not enough CD4 machines for HIV/AIDS patients to access treatment,0.0,0.06630369
735,Time to focus on AIDS awareness: Narayanasamy,1.0,0.91628313
736,In numbers: World AIDS Day 2017,1.0,0.72884935
737,EMA to study Biocon bid to sell biosimilars in Europe,0.0,0.06989617
738,HIV prevalence rate declines in Coimbatore,0.0,0.24935587
739,01frsony-bbcAG9U2U2RUS3jpgjpg,1.0,0.74127734
740,MumbaiCITYMumG8F2V570N3jpgjpg,1.0,0.7413163
741,Event salutes ‘leaders’ in fight against AIDS,1.0,0.7456508
742,AIDS medicine brings positive results for sex workers,1.0,0.53452694
743,No clear strategy for rehabilitation of HIV-positive children in Ganjam,0.0,0.3518396
744,Number of people living with HIV/AIDS in Chittoor declining,0.0,0.07681068
745,01bgbgyasHIVG0C2VD3DO1jpgjpg,1.0,0.7413153
746,A message of love,1.0,0.83324534
747,"Fall in HIV, AIDS cases in Udupi",0.0,0.25096622
748,"One virus, an unequal life",0.0,0.1057094
749,"Conduct verification at G.B. Road brothels, Crime Branch told",1.0,0.92403275
750,"Conduct verification at G.B. Road brothels, Crime Branch told",1.0,0.9240234
751,Campaign for safety of healthcare workers in city,1.0,0.90687823
752,Kudumbasree project to help HIV+ people,0.0,0.30760977
753,The man with a plan: on Ashok Alexander and Antara Foundation,1.0,0.77808654
754,The man with a plan,0.0,0.49900034
755,The man with a plan,0.0,0.4990004
756,The man with a plan,0.0,0.49900043
757,ATC,1.0,0.7460558
