	Title
742	AIDS medicine brings positive results for sex workers
743	No clear strategy for rehabilitation of HIV-positive children in Ganjam
744	Number of people living with HIV/AIDS in Chittoor declining
745	01bgbgyasHIVG0C2VD3DO1jpgjpg
746	A message of love
747	Fall in HIV, AIDS cases in Udupi
748	One virus, an unequal life
749	Conduct verification at G.B. Road brothels, Crime Branch told
750	Conduct verification at G.B. Road brothels, Crime Branch told
751	Campaign for safety of healthcare workers in city
752	Kudumbasree project to help HIV+ people
753	The man with a plan: on Ashok Alexander and Antara Foundation
754	The man with a plan
755	The man with a plan
756	The man with a plan
757	ATC
758	NGO celebrates silver jubilee
759	Around the world on a bicycle
760	Walkathon to create awareness
761	Around the world on a bicycle
762	Lured by blood money
763	UT’s strong show in controlling HIV
764	Lured by blood money: serial volunteers set a disturbing trend
765	Happy feet
766	Happy feet
767	Happy feet
768	Happy feet
769	Happy feet
770	Happy feet
771	01MPPreetiARTG8E34HIV13jpgjpg
772	Zeenath’s Mother Teresa touch
773	21TH-SCICAP5-LGNQ3965LM3jpgjpg
774	Running for tolerance, running for acceptance
775	Court moots panel to consider conjugal visits for prisoners
776	Still under siege
777	A welcome initiative by SLSA
778	Palliative care for HIV, TB patients
779	Tackle quackery urgently: IMA
780	Still under siege
781	QuackeryARTG7GQM3DPUN13jpgjpg
782	jyoti-hivARTGGFV3DRAQO3jpgjpg
783	Towards a new dawn
784	South African President Zuma resigns
785	13BMHIV
786	In Brief City
787	Empowering the hearing-impaired
788	Vaccine can prevent TB infections in adolescents
789	Vaccines can prevent TB infections in adolescents
790	RCC shoots down key proposals by Cochin cancer centre
791	RCC shoots down key proposals by Cochin centre
792	State legal authority organises mega camp
793	Free viral load testing for people with HIV
794	Youth leaders roped in to fight trafficking
795	Free viral load testing for people with HIV
796	Lessons on empowerment
797	Hetero launches HIV treatment drug in India
798	Lessons on empowerment
799	Lessons on empowerment
800	An account of an artist
801	An account of an artist
802	J.K. School students ace HDMC- The Hindu quiz
803	Scary until oversimplified
804	Honour to Pathanamthitta district panchayat
805	Shortage of HIV test kits at govt. centres in Karnataka
806	Honour to Pathanamthitta district panchayat
807	19bgbgyasNo-tGK43FG46R3jpgjpg
808	Giving finishing touches to BioAfrica
809	Giving finishing touches to BioAfrica
810	Community radio as a phenomenon: Winning hertz
811	Sustaining the momentum
812	State legal authority organises mega camp
813	Sustaining the momentum
814	1MPPreetiscolumnjpg
815	Youth leaders roped in to fight trafficking
816	Making spect-actors of us
817	Happy feet
818	Making spect-actors of us
819	HIV-deathsTHGGB136M9Q81jpgjpg
820	Quarter of country’s AIDS deaths in A.P., Telangana
821	Quarter of country’s AIDS deaths in A.P., Telangana
822	The circle of life
823	Processions, meetings mark National Youth Day
824	ThiruvananthapuGU2379HIV3jpgjpg
825	T.N. placed third in health index
826	A safe house for shooting up
827	States of health
828	Kutikuppala gets Lions award
829	States of health: On NITI Aayog’s first Health Index
830	Kutikuppala gets Lions award
831	Tackle quackery urgently: IMA
832	HIV viral load testing roll-out widened
833	HIV viral load testing roll-out widened
834	13DEHIV1
835	th07-Omar-PolicGN13CQ0N83jpgjpg
836	th07-Omar-PolicGKD3CQ16J4jpgjpg
837	th07-Omar-PolicGKD3CQ15U3jpgjpg
838	‘Quack not sole reason for Unnao HIV spike’
839	HIVINFECTION-BANGARMAU
840	Letters to the Editor
841	Madurai Today
842	‘Quack not sole reason for Unnao HIV spike’
843	Unnao quack blamed for spurt in HIV cases held
844	THHIVINFECTION3
845	‘₹10 doctor’ blamed for spurt in HIV cases in U.P.’s Unnao district had a long queue of patients
846	‘Rs. 10 doctor’ blamed for spurt in HIV cases had a long queue of patients
847	TH07HIVACCUSED-1
848	Rescued sex workers in Prakasam crave to lead a new life
849	21 contract HIV after quack reuses syringe
850	21 contract HIV after quack reuses syringe
851	21 get HIV after quack’s injections
852	Making a difference on Republic Day
853	Rescued sex workers in Prakasam crave to lead a new life
854	Mentally challenged HIV patient denied hospital admission for not having Aadhaar
855	Where quacks thrive
856	Kerala, Punjab, T.N. top NITI Aayog’s health index report
857	Kerala, Punjab, T.N. in good health
858	Agents of whimsy
859	French fashion tycoon Pierre Berge is dead
860	Agents of whimsy
861	Students extend aid to NGOs
862	Agents of whimsy
863	Sports helped transform their life the positive way
864	Agents of whimsy
865	MGR centenary mini-marathon in Salem
866	Sports helped transform their life the positive way
867	Odisha: Progress on UN target on AIDS tardy
868	City doctor invited to diabetes meet
869	Isaac inaugurates meet of HIV affected
870	Dreams uninterrupted
871	State to promote voluntaryblood donation in a big way
872	Govt. to promote healthy food on carts in city
873	Blood bank battles to combat fever
874	Remembering Madiba
875	Women seek closure of liquor shops on highways
876	Women seek closure of liquor shops on highways
877	Feed the hungry
878	Feed the hungry
879	HIV
880	AIDS claimed 1 mn lives last year: UN
881	Sudoku - July 15, 2017
882	TH21HIV
883	Aids
884	Half of HIV-infected get treatment now: UNAIDS
885	Trading away health
886	AMC receives certificate of accreditation
887	‘India has taken its foot off the pedal’
888	Trading away health
889	‘India has taken its foot off the pedal’
890	Mini-marathon marks International Youth Day
891	Keeping with tradition
892	SVIMS times silver jubilee fete with President’s visit
893	Nationwide programme to test all TB patients
894	‘Secret’ RCEP talks a worry
895	‘Check for infections while sourcing blood’
896	Forum concerned at ‘secret’ RCEP talks
897	RCEP protestors detained by police, march peaceful
898	RCEP protestors detained by police; march peaceful
899	Stakeholders meet hogwash, says People’s Forum
900	Stakeholders meet hogwash, says People’s Forum
901	Hepatitis B is no cause for alarm, says expert
902	AP initiative to check women trafficking highlighted
903	Hepatitis B is no cause for alarm, says expert
904	Cool as a disease
905	Cool as a disease
906	Cool as a disease
907	30THiStock-638720030
908	Kids put up models of classroom learning
909	A two-in-one solution
910	A two-in-one solution
911	A lonely and tough fight
912	‘Employer Led Model has reduced HIV stigma’
913	‘Employer Led Model has reduced HIV stigma’
914	Maze and a haze
915	Musical evergreens
916	From bait to blood substitute
917	Diseases on the rise, despite govt claims: Congress
918	Concern through a concert
919	A judgment for the ages
920	A judgment for the ages
921	‘Pharma Bro’ Martin Shkreli convicted of U.S. securities fraud
922	Tribute show at Egmore
923	Legal services clinic at CMC for HIV-affected
924	Fund crunch hits Karnataka’s cash incentive scheme for HIV-affected
925	Caught in the web of sex trade
926	On a rainy night
927	Legal services clinic at CMC for HIV-affected
928	08THPONDYLEGALAID
929	07bgbgyasHIVGMM28BL033jpgjpg
930	07bgbgyasHIVGMH28CAB21jpgjpg
931	9312HI-W010407G9S28BTPQ3jpgjpg
932	NLCIL builds home for senior citizens
933	No relief to HIV+ man: HC raps Centre, AAP
934	No relief to HIV+ man: HC raps Centre, AAP
935	It is civic workers who suffer most
936	TV show on Versace’s murder
937	The lowdown on genome editing
938	Anglo-Indian or Euro-Indian?
939	Corpn holds medical camp for migrants
940	Corporation holds medical camp for migrants
941	Anglo-Indian or Euro-Indian?
942	Pay Rs. 10 lakh to rape victim: SC to Bihar
943	Ready for a mammoth task
944	Ready for a mammoth task
945	SC seeks responses on plea for compensation to rape victim
946	SC seeks response on monetary aid to 10-year-old rape victim
947	SC seeks responses on plea for compensation to rape victim
948	On a mammoth task
949	City duo elected to global medical students’ body vows to make a difference
950	Mokshada Sharma
951	City duo elected to global medical students’ body vows to make a difference
952	19BMIFMSAARTG8O2AJDGN3jpgjpg
953	SC seeks response on monetary aid to 10-year-old rape victim
954	Ready for a mammoth task
955	Ready for a mammoth task
956	Ready for a mammoth task
957	Aurobindo Pharma gets USFDA nod for anti-HIV drug
958	Ready for a mammoth task
959	Hands-on parents
960	Hands-on parents
961	State tops HIV infection list in country: RTI reply
962	Hands-on parents
963	Mega Quiz 2017
964	No one likes to be told what to eat, how to dress: SC
965	Mylan, Otsuka tie up for TB drug
966	Matrimonial website for HIV positive
967	Laurels for doctors
968	300 students from govt. schools get scholarship
969	GJ-IIM-MATRIMONIAL SITE
970	KozhikodeCITYG2U2D3HIV4jpgjpg
971	SVIMS times silver jubilee fete with President’s visit
972	An insider’s eye on the after-effects of war
973	HIV+ woman denied treatment, notice issued
974	State to promote voluntary blood donation in a big way
975	Minister to open blood donation camp
976	Sudoku — September 6, 2017
977	City Engagements
978	Sudoku — September 7, 2017
979	Prayers, cleanliness campaign mark Gandhi’s birth anniversary
980	Prayers, cleanliness campaign mark Gandhi’s birth anniversary
981	Soumya Swaminathan WHO Dy.DG
982	Team to look into child testing HIV+
983	Team to look into child testing HIV+
984	Govt. doctor suspended
985	DREAMS uninterrupted
986	Police opens inquiry against RCC
987	Kerala girl tests HIV+ after blood transfusions
988	Make snake bite deaths, cases notifiable: activists to govt.
989	Make snake bite deaths, cases notifiable: activists to govt.
990	Primacy for safe blood transfusion
991	Primacy for safe blood transfusion
992	Breaking the chain of transmission
993	Breaking the chain of transmission
994	RCC-HIV-issueAG362G86AO3jpgjpg
995	RCC goof-up: blood of 12 persons to be tested
996	RCC goof-up: blood of 12 persons to be tested
997	Training programme begins
998	KSACS moots better blood screening
999	Training programme begins
1000	KSACS moots better blood screening
1001	HIV+ case: Inquiries rule out human error
1002	MH-HIV-CASES
1003	HIV+ case: Inquiries rule out human error
1004	RCC-HIV-report-GDA2GQCDU3jpgjpg
1005	TB Elimination Board to be formed in district
1006	MH-HIV-CASESARGNP2GRLLE3jpgjpg
1007	Compensation: HIV-infected patient’s father moves HC
1008	HIV-infected patient’s father moves Kerala HC
1009	Aluva blood bank offers roadmap for safe blood transfusion in State
1010	Aluva blood bank offers roadmap for safe blood transfusion in State
1011	The IMA experience
1012	Readers Mail
1013	Army ‘cleansing’ campaign shows Rohingya Muslims were raped in Myanmar
1014	HIV: child to undergo tests in Chennai
1015	HC notice to RCC
1016	All set for measles vaccination drive
1017	Failure of governments
1018	HIV: child to undergo tests in Chennai
1019	ICMR Chief Soumya Swaminathan Appointed WHO Deputy Director General
1020	State tops HIV infection list in country: RTI reply
1021	Anshruta Raodeo2
1022	Caught in the web of sex trade
1023	A lonely and tough fight
1024	British princes regret ‘rushed’ final phone call with mother
1025	50% of HIV-infected get treatment now: UNAIDS
1026	Bengaluru prison has three doctors for 4,400 inmates
1027	NGOs pitch in to save Thirutheri lake
1028	‘In a collaboration, you can’t be democratic’
1029	WHO for use of devices to test multiple diseases
1030	‘In a collaboration, you can’t be democratic’
1031	NGOs chip in, save lake
1032	Only queens on this stage
1033	Only queens on this stage
1034	SC allows Kolkata woman to abort her over 20-week-old foetus with abnormalities
1035	Govt. to promote healthy food on carts in city
1036	Court’s orders have been on a case-to-case basis
1037	Transgender appointed social development officer
1038	Faltering in the TB fight
1039	Court grants bail to ‘brothel owner’
