name,date,location,Lat,Long
"Preserve blood samples of girl, HC tells RCC","April 13, 2018",ANDHRA PRADESH,15.9129,79.73999
Applications for admission under RTE Act invited,"April 16, 2018",TAMIL NADU,11.127123,78.656891
Call for greater awareness on AIDS,"December 02, 2017",ANDHRA PRADESH,15.9129,79.73999
HIV project of SVYM bags award,"December 12, 2017",KARNATAKA,15.317277,75.71389
New hospice,"December 12, 2017",TAMIL NADU,11.127123,78.656891
"Processions, meetings mark National Youth Day","January 13, 2018",Visakhapatnam,17.686815,83.218483
5K run to create HIV awareness on Dec. 3,"November 30, 2017",KARNATAKA,15.317277,75.71389
Jipmer signs memorandum with Morocco hospital,"December 18, 2017",TAMIL NADU,11.127123,78.656891
Jipmer signs memorandum with Morocco hospital,"December 18, 2017",Puducherry,11.941552,79.808289
â€˜Pneumonia bigger killer than many infectious diseasesâ€™,"November 18, 2017",KARNATAKA,15.317277,75.71389
Protest by HIV-positive persons,"November 18, 2017",KERALA,10.850516,76.27108
â€˜Promising research to find cure to HIV under wayâ€™,"October 07, 2017",Hyderabad,17.385044,78.486671
â€˜Promising research to find cure to HIV under wayâ€™,"October 08, 2017",TELANGANA,17.874821,79.521004
HIV-interviewTG7H2KBM3D3jpgjpg,"October 08, 2017",TELANGANA,17.874821,79.521004
â€˜CMC keen on adapting to changing health needsâ€™,"October 17, 2017",Tamil Nadu,11.127123,78.656891
Take care of your liver,"October 20, 2017",TAMIL NADU,11.127123,78.656891
Glitches disrupt 104 Arogyavani services,"October 21, 2017",Karnataka,15.317277,75.71389
HIV/AIDS prevention steps to be intensified,"October 25, 2017",KERALA,10.850516,76.27108
HIV/AIDS prevention steps to be intensified,"October 25, 2017",Thiruvananthapuram,8.524139,76.936638
Depression among HIV-infected women under-diagnosed: Study,"October 10, 2017",Karnataka,15.317277,75.71389
in brief,"October 12, 2017",TELANGANA,17.874821,79.521004
Medical officer suspended over viral fever deaths,"October 12, 2017",ANDHRA PRADESH,15.9129,79.73999
Medical officer suspended over viral fever deaths,"October 12, 2017",Vijayawada,16.506174,80.648018
6773HI-W07311RGJ42L4HIV3jpgjpg,"October 12, 2017",TELANGANA,17.874821,79.521004
â€˜Pneumonia bigger killer than many infectious diseasesâ€™,"November 18, 2017",Mangaluru,12.868,74.84269
Collector to act tough against encroachers,"November 19, 2017",TELANGANA,17.874821,79.521004
Collector to act tough against encroachers,"November 19, 2017",Hyderabad,17.385044,78.486671
surveyGIV2T9LDI1GS02T8K7J3jpg,"November 22, 2017",NEW DELHI,28.632429,77.218788
In vitro diagnostics: AMTZ to host WHOâ€™s pre-qualification cell,"November 24, 2017",ANDHRA PRADESH,15.9129,79.73999
Another hoax message on social media,"October 14, 2017",KERALA,10.850516,76.27108
Another hoax message on social media,"October 14, 2017",Kochi,9.931233,76.267303
"Orphaned kids enjoy shopping, thanks to philanthropists","October 15, 2017",TAMIL NADU,11.127123,78.656891
In Pictures: Bengaluruâ€™s Vidhana Soudha at 60,"October 16, 2017",Karnataka,15.317277,75.71389
â€˜CMC keen on adapting to changing health needsâ€™,"October 17, 2017",TAMIL NADU,11.127123,78.656891
Lodhivali fears Ambani hospital may close down,"October 17, 2017",MUMBAI,19.075983,72.877655
Lodhivali fears Ambani hospital may close down,"October 17, 2017",Mumbai,19.075983,72.877655
Report on sex workers kept in cold storage,"November 26, 2017",Karnataka,15.317277,75.71389
Report on sex workers kept in cold storage,"November 27, 2017",KARNATAKA,15.317277,75.71389
HIV stigma keeps students off anganwadi,"November 28, 2017",Kerala,10.850516,76.27108
"Say â€˜noâ€™ to slavish mentality, women told","November 06, 2017",Kozhikode,11.23413,75.795502
Hetero to launch generic drug for HIV,"November 16, 2017",TELANGANA,17.874821,79.521004
Winners of Infosys Prize for Science announced,"November 16, 2017",Bengaluru,12.971599,77.594566
Mylan launches FDC drug for HIV,"November 16, 2017",Hyderabad,17.385044,78.486671
Oral health camp held for children infected with HIV,"November 28, 2017",Puducherry,11.941552,79.808289
Oral health camp held for children infected with HIV,"November 29, 2017",TAMIL NADU,11.127123,78.656891
HIV stigma keeps students off anganwadi,"November 29, 2017",KERALA,10.850516,76.27108
HIV figures show sharp decline,"November 29, 2017",Kerala,10.850516,76.27108
30tv HIV,"November 29, 2017",Kerala,10.850516,76.27108
01bgbgyasHIVG0C2VD3DQ1jpgjpg,"December 02, 2017",KARNATAKA,15.317277,75.71389
Treatment proves elusive for Karnataka HIV/AIDS patients,"December 02, 2017",KERALA,10.850516,76.27108
World AIDS Day observed in Kannur,"December 02, 2017",KERALA,10.850516,76.27108
Campus Connect,"December 11, 2017",TAMIL NADU,11.127123,78.656891
"Do not discriminate against AIDS patients, urges judge","December 02, 2017",TELANGANA,17.874821,79.521004
World AIDS Day observed,"December 11, 2017",TAMIL NADU,11.127123,78.656891
MRR/CHENNAI TODAY FOR DECEMBER 09 (SATURDAY) FOR CHENNAI CITY FOR PAGE 4,"December 09, 2017",TAMIL NADU,11.127123,78.656891
Medical centre wrongfully declares man HIV-positive,"December 08, 2017",Delhi,28.70406,77.102493
Medical centre wrongfully declares man HIV-positive,"December 08, 2017",NEW DELHI,28.632429,77.218788
Banks canâ€™t charge patients with blood disorders,"December 06, 2017",Mumbai,19.075983,72.877655
Research scholars bag Taiwan University fellowship,"December 06, 2017",TAMIL NADU,11.127123,78.656891
Banks canâ€™t charge patients with blood disorders,"December 06, 2017",MUMBAI,19.075983,72.877655
A lakh Christmas gifts in city: Mayor,"December 05, 2017",Hyderabad,17.385044,78.486671
Hospice inaugurated,"December 13, 2017",Madurai,9.925201,78.119774
Hospice inaugurated,"December 13, 2017",TAMIL NADU,11.127123,78.656891
Lawyers boycott courts,"December 13, 2017",TAMIL NADU,11.127123,78.656891
HIV/AIDS stigma fast disappearing: Minister,"December 02, 2017",ANDHRA PRADESH,15.9129,79.73999
"â€˜Increasing awareness is key to reducing incidence of HIV, AIDSâ€™","December 02, 2017",KARNATAKA,15.317277,75.71389
On guard against HIV,"December 02, 2017",KERALA,10.850516,76.27108
World Aids Day: rally held,"December 02, 2017",TAMIL NADU,11.127123,78.656891
Awareness programmes on AIDS,"December 02, 2017",TAMIL NADU,11.127123,78.656891
Not enough CD4 machines for HIV/AIDS patients to access treatment,"December 01, 2017",Karnataka,15.317277,75.71389
Time to focus on AIDS awareness: Narayanasamy,"December 01, 2017",Tamil Nadu,11.127123,78.656891
MumbaiCITYMumG8F2V570N3jpgjpg,"December 01, 2017",MUMBAI,19.075983,72.877655
Event salutes â€˜leadersâ€™ in fight against AIDS,"December 01, 2017",Delhi,28.70406,77.102493
Number of people living with HIV/AIDS in Chittoor declining,"December 01, 2017",ANDHRA PRADESH,15.9129,79.73999
01bgbgyasHIVG0C2VD3DO1jpgjpg,"December 02, 2017",KARNATAKA,15.317277,75.71389
A message of love,"December 01, 2017",MUMBAI,19.075983,72.877655
"Fall in HIV, AIDS cases in Udupi","December 01, 2017",KARNATAKA,15.317277,75.71389
"Conduct verification at G.B. Road brothels, Crime Branch told","December 22, 2017",Delhi,28.70406,77.102493
"Conduct verification at G.B. Road brothels, Crime Branch told","December 22, 2017",NEW DELHI,28.632429,77.218788
Campaign for safety of healthcare workers in city,"December 22, 2017",Delhi,28.70406,77.102493
Kudumbasree project to help HIV+ people,"December 25, 2017",KERALA,10.850516,76.27108
ATC,"December 26, 2017",ANDHRA PRADESH,15.9129,79.73999
NGO celebrates silver jubilee,"December 27, 2017",Visakhapatnam,17.686815,83.218483
Walkathon to create awareness,"December 28, 2017",TAMIL NADU,11.127123,78.656891
UTâ€™s strong show in controlling HIV,"December 30, 2017",TAMIL NADU,11.127123,78.656891
"Running for tolerance, running for acceptance","January 22, 2018",MUMBAI,19.075983,72.877655
Court moots panel to consider conjugal visits for prisoners,"January 25, 2018",Tamil Nadu,11.127123,78.656891
Still under siege,"January 27, 2018",Kerala,10.850516,76.27108
A welcome initiative by SLSA,"January 28, 2018",ANDHRA PRADESH,15.9129,79.73999
"Palliative care for HIV, TB patients","January 28, 2018",TELANGANA,17.874821,79.521004
Tackle quackery urgently: IMA,"February 13, 2018",Delhi,28.70406,77.102493
Still under siege,"January 28, 2018",KERALA,10.850516,76.27108
QuackeryARTG7GQM3DPUN13jpgjpg,"February 13, 2018",NEW DELHI,28.632429,77.218788
jyoti-hivARTGGFV3DRAQO3jpgjpg,"February 13, 2018",MUMBAI,19.075983,72.877655
13BMHIV,"February 13, 2018",Mumbai,19.075983,72.877655
In Brief City,"February 17, 2018",KARNATAKA,15.317277,75.71389
Empowering the hearing-impaired,"February 18, 2018",ANDHRA PRADESH,15.9129,79.73999
RCC shoots down key proposals by Cochin cancer centre,"February 19, 2018",Kochi,9.931233,76.267303
RCC shoots down key proposals by Cochin centre,"February 20, 2018",KERALA,10.850516,76.27108
State legal authority organises mega camp,"February 26, 2018",Delhi,28.70406,77.102493
Youth leaders roped in to fight trafficking,"February 26, 2018",Andhra Pradesh,15.9129,79.73999
Lessons on empowerment,"February 27, 2018",Bengaluru,12.971599,77.594566
J.K. School students ace HDMC- The Hindu quiz,"March 03, 2018",KARNATAKA,15.317277,75.71389
Scary until oversimplified,"March 03, 2018",TELANGANA,17.874821,79.521004
Honour to Pathanamthitta district panchayat,"February 20, 2018",Kerala,10.850516,76.27108
Shortage of HIV test kits at govt. centres in Karnataka,"February 21, 2018",KARNATAKA,15.317277,75.71389
Honour to Pathanamthitta district panchayat,"February 21, 2018",KERALA,10.850516,76.27108
19bgbgyasNo-tGK43FG46R3jpgjpg,"February 21, 2018",KARNATAKA,15.317277,75.71389
Giving finishing touches to BioAfrica,"February 23, 2018",Hyderabad,17.385044,78.486671
Giving finishing touches to BioAfrica,"February 24, 2018",TELANGANA,17.874821,79.521004
State legal authority organises mega camp,"February 26, 2018",NEW DELHI,28.632429,77.218788
Youth leaders roped in to fight trafficking,"February 26, 2018",ANDHRA PRADESH,15.9129,79.73999
Making spect-actors of us,"January 04, 2018",MUMBAI,19.075983,72.877655
HIV-deathsTHGGB136M9Q81jpgjpg,"January 07, 2018",TELANGANA,17.874821,79.521004
"Quarter of countryâ€™s AIDS deaths in A.P., Telangana","January 07, 2018",ANDHRA PRADESH,15.9129,79.73999
"Quarter of countryâ€™s AIDS deaths in A.P., Telangana","January 07, 2018",Telangana,17.874821,79.521004
"Processions, meetings mark National Youth Day","January 13, 2018",ANDHRA PRADESH,15.9129,79.73999
T.N. placed third in health index,"February 10, 2018",Tamil Nadu,11.127123,78.656891
Kutikuppala gets Lions award,"February 12, 2018",ANDHRA PRADESH,15.9129,79.73999
Kutikuppala gets Lions award,"February 12, 2018",Visakhapatnam,17.686815,83.218483
Tackle quackery urgently: IMA,"February 13, 2018",NEW DELHI,28.632429,77.218788
HIV viral load testing roll-out widened,"February 13, 2018",MUMBAI,19.075983,72.877655
13DEHIV1,"February 13, 2018",Delhi,28.70406,77.102493
Madurai Today,"February 09, 2018",TAMIL NADU,11.127123,78.656891
Rescued sex workers in Prakasam crave to lead a new life,"February 03, 2018",Andhra Pradesh,15.9129,79.73999
Making a difference on Republic Day,"January 30, 2018",KARNATAKA,15.317277,75.71389
Rescued sex workers in Prakasam crave to lead a new life,"February 03, 2018",ANDHRA PRADESH,15.9129,79.73999
Students extend aid to NGOs,"September 09, 2017",KARNATAKA,15.317277,75.71389
Sports helped transform their life the positive way,"September 11, 2017",KARNATAKA,15.317277,75.71389
MGR centenary mini-marathon in Salem,"September 11, 2017",TAMIL NADU,11.127123,78.656891
Sports helped transform their life the positive way,"September 11, 2017",Bengaluru,12.971599,77.594566
City doctor invited to diabetes meet,"September 29, 2017",ANDHRA PRADESH,15.9129,79.73999
Isaac inaugurates meet of HIV affected,"September 14, 2017",KERALA,10.850516,76.27108
State to promote voluntaryblood donation in a big way,"September 30, 2017",Kerala,10.850516,76.27108
Govt. to promote healthy food on carts in city,"July 09, 2017",Vijayawada,16.506174,80.648018
Blood bank battles to combat fever,"July 14, 2017",Thiruvananthapuram,8.524139,76.936638
Women seek closure of liquor shops on highways,"July 18, 2017",ANDHRA PRADESH,15.9129,79.73999
Women seek closure of liquor shops on highways,"July 18, 2017",Andhra Pradesh,15.9129,79.73999
AMC receives certificate of accreditation,"July 21, 2017",ANDHRA PRADESH,15.9129,79.73999
Mini-marathon marks International Youth Day,"August 31, 2017",Tiruchirapalli,,
Keeping with tradition,"September 01, 2017",KERALA,10.850516,76.27108
SVIMS times silver jubilee fete with Presidentâ€™s visit,"September 01, 2017",ANDHRA PRADESH,15.9129,79.73999
â€˜Secretâ€™ RCEP talks a worry,"July 23, 2017",Telangana,17.874821,79.521004
â€˜Check for infections while sourcing bloodâ€™,"July 24, 2017",KERALA,10.850516,76.27108
"RCEP protestors detained by police, march peaceful","July 25, 2017",TELANGANA,17.874821,79.521004
RCEP protestors detained by police; march peaceful,"July 25, 2017",Hyderabad,17.385044,78.486671
"Stakeholders meet hogwash, says Peopleâ€™s Forum","July 25, 2017",Hyderabad,17.385044,78.486671
"Stakeholders meet hogwash, says Peopleâ€™s Forum","July 26, 2017",TELANGANA,17.874821,79.521004
"Hepatitis B is no cause for alarm, says expert","July 28, 2017",ANDHRA PRADESH,15.9129,79.73999
AP initiative to check women trafficking highlighted,"July 28, 2017",ANDHRA PRADESH,15.9129,79.73999
"Hepatitis B is no cause for alarm, says expert","July 28, 2017",Visakhapatnam,17.686815,83.218483
Kids put up models of classroom learning,"July 30, 2017",TELANGANA,17.874821,79.521004
"Diseases on the rise, despite govt claims: Congress","August 02, 2017",NEW DELHI,28.632429,77.218788
Legal services clinic at CMC for HIV-affected,"August 08, 2017",TAMIL NADU,11.127123,78.656891
Fund crunch hits Karnatakaâ€™s cash incentive scheme for HIV-affected,"August 08, 2017",ANDHRA PRADESH,15.9129,79.73999
Legal services clinic at CMC for HIV-affected,"August 08, 2017",Tamil Nadu,11.127123,78.656891
08THPONDYLEGALAID,"August 08, 2017",Tamil Nadu,11.127123,78.656891
07bgbgyasHIVGMM28BL033jpgjpg,"August 08, 2017",KARNATAKA,15.317277,75.71389
07bgbgyasHIVGMH28CAB21jpgjpg,"August 08, 2017",KARNATAKA,15.317277,75.71389
9312HI-W010407G9S28BTPQ3jpgjpg,"August 08, 2017",TAMIL NADU,11.127123,78.656891
NLCIL builds home for senior citizens,"August 09, 2017",Puducherry,11.941552,79.808289
"No relief to HIV+ man: HC raps Centre, AAP","August 10, 2017",NEW DELHI,28.632429,77.218788
"No relief to HIV+ man: HC raps Centre, AAP","August 10, 2017",Delhi,28.70406,77.102493
It is civic workers who suffer most,"August 11, 2017",KARNATAKA,15.317277,75.71389
Corpn holds medical camp for migrants,"August 14, 2017",KERALA,10.850516,76.27108
Corporation holds medical camp for migrants,"August 14, 2017",Kozhikode,11.23413,75.795502
SC seeks response on monetary aid to 10-year-old rape victim,"August 19, 2017",NEW DELHI,28.632429,77.218788
City duo elected to global medical studentsâ€™ body vows to make a difference,"August 19, 2017",MUMBAI,19.075983,72.877655
Mokshada Sharma,"August 19, 2017",Mumbai,19.075983,72.877655
City duo elected to global medical studentsâ€™ body vows to make a difference,"August 19, 2017",Mumbai,19.075983,72.877655
19BMIFMSAARTG8O2AJDGN3jpgjpg,"August 19, 2017",MUMBAI,19.075983,72.877655
SC seeks response on monetary aid to 10-year-old rape victim,"August 19, 2017",Delhi,28.70406,77.102493
State tops HIV infection list in country: RTI reply,"August 23, 2017",MUMBAI,19.075983,72.877655
Laurels for doctors,"August 26, 2017",KERALA,10.850516,76.27108
300 students from govt. schools get scholarship,"August 29, 2017",TAMIL NADU,11.127123,78.656891
KozhikodeCITYG2U2D3HIV4jpgjpg,"September 01, 2017",KERALA,10.850516,76.27108
SVIMS times silver jubilee fete with Presidentâ€™s visit,"September 01, 2017",Andhra Pradesh,15.9129,79.73999
State to promote voluntary blood donation in a big way,"October 01, 2017",KERALA,10.850516,76.27108
Minister to open blood donation camp,"October 01, 2017",KERALA,10.850516,76.27108
